partner_id,partner_name,city,vehicle_type,rating
DP0413624,Susan Chopra,Bangalore,Bicycle,3.7
DP0413625,James Sharma,Bangalore,Bike,4
DP0413626,Sneha Johnson,Pune,Bike,3.2
DP0413627,Aditya Johnson,Delhi,Bike,3.4
DP0413628,Neha Garcia,Hyderabad,E-Bike,4
DP0413629,Diya Wilson,Kolkata,Bike,4
DP0413630,Diya Patel,Mumbai,E-Bike,4.3
DP0413631,John Mehta,Mumbai,E-Bike,3.7
DP0413632,Aadhya Singh,Hyderabad,Bicycle,3.2
DP0413633,Karan Chatterjee,Chennai,Scooter,4.6
DP0413634,Jennifer Anderson,Kolkata,Scooter,4.9
DP0413635,Kavya Chopra,Hyderabad,E-Bike,4.8
DP0413636,Elizabeth Verma,Pune,Scooter,4
DP0413637,Saanvi Patel,Delhi,Bike,4
DP0413638,David Mehta,Bangalore,E-Bike,4
DP0413639,Riya Sharma,Delhi,Bike,3.2
DP0413640,Priya Iyer,Pune,Scooter,3.1
DP0413641,Saanvi Kapoor,Hyderabad,Bike,4.5
DP0413642,Pooja Williams,Bangalore,Scooter,3.8
DP0413643,Meera Mehta,Mumbai,Scooter,3.5
DP0413644,Diya Singh,Hyderabad,Bicycle,4
DP0413645,Anjali Nair,Delhi,Scooter,3.4
DP0413646,Susan Jones,Kolkata,Bicycle,4.8
DP0413647,Pooja Verma,Bangalore,E-Bike,3
DP0413648,Vihaan Bose,Kolkata,E-Bike,3.6
DP0413649,Ayaan Mukherjee,Delhi,E-Bike,3.6
DP0413650,Myra Patel,Delhi,Scooter,4.2
DP0413651,Aarav Davis,Kolkata,Scooter,3.3
DP0413652,Elizabeth Patel,Hyderabad,E-Bike,4.6
DP0413653,Aarav Bose,Pune,Bike,4.6
DP0413654,Ananya Joshi,Pune,Scooter,4.4
DP0413655,Aarav Joshi,Delhi,Bicycle,3.9
DP0413656,Priya Das,Bangalore,E-Bike,4.1
DP0413657,William Johnson,Hyderabad,Bike,4.3
DP0413658,Dhruv Malhotra,Kolkata,Scooter,4.9
DP0413659,Kiara Williams,Kolkata,Scooter,4.9
DP0413660,Sneha Brown,Hyderabad,Scooter,3.1
DP0413661,Susan Smith,Kolkata,Bike,4.8
DP0413662,Myra Gupta,Mumbai,E-Bike,4.5
DP0413663,Krishna Gupta,Pune,Bike,3.6
DP0413664,Myra Verma,Mumbai,Bicycle,3.6
DP0413665,Myra Chopra,Mumbai,Scooter,3.6
DP0413666,Sneha Johnson,Mumbai,E-Bike,4
DP0413667,Linda Rao,Chennai,Bicycle,4
DP0413668,Sai Iyer,Hyderabad,Scooter,3.6
DP0413669,Susan Rao,Hyderabad,Bicycle,3.2
DP0413670,Ishaan Das,Kolkata,Scooter,4.1
DP0413671,Vihaan Williams,Bangalore,Scooter,3.8
DP0413672,Reyansh Williams,Bangalore,E-Bike,4
DP0413673,Anjali Bhatt,Kolkata,Scooter,4.5
DP0413674,Saanvi Singh,Bangalore,Bicycle,4
DP0413675,Linda Wilson,Mumbai,Scooter,4.7
DP0413676,Raj Joshi,Hyderabad,Bike,4.8
DP0413677,Aarav Joshi,Hyderabad,Bike,4.2
DP0413678,Linda Smith,Chennai,Bicycle,3.8
DP0413679,Priya Brown,Hyderabad,Scooter,4.4
DP0413680,Dhruv Mukherjee,Delhi,Bicycle,4.1
DP0413681,Sneha Malhotra,Hyderabad,Bike,3.3
DP0413682,Amit Johnson,Mumbai,E-Bike,3.1
DP0413683,Rohan Rao,Chennai,Bicycle,4.4
DP0413684,Meera Bhatt,Kolkata,Bicycle,3.6
DP0413685,Michael Verma,Chennai,E-Bike,4
DP0413686,Karan Nair,Bangalore,Scooter,4.4
DP0413687,Ananya Mukherjee,Hyderabad,Bicycle,3.3
DP0413688,Kabir Williams,Delhi,E-Bike,4
DP0413689,Amit Patel,Kolkata,Bicycle,4.1
DP0413690,Reyansh Garcia,Kolkata,Bicycle,4
DP0413691,Kiara Chopra,Hyderabad,Scooter,3.9
DP0413692,Dhruv Verma,Pune,Bike,4.7
DP0413693,Raj Singh,Hyderabad,E-Bike,3.1
DP0413694,Linda Chopra,Delhi,Scooter,3.9
DP0413695,Diya Chatterjee,Bangalore,E-Bike,3.9
DP0413696,Kabir Mehta,Kolkata,Bike,4
DP0413697,William Kumar,Bangalore,E-Bike,4.7
DP0413698,Raj Mukherjee,Hyderabad,E-Bike,3.4
DP0413699,Vivaan Verma,Mumbai,Bicycle,4
DP0413700,William Johnson,Pune,Bike,4.3
DP0413701,Riya Wilson,Kolkata,E-Bike,4
DP0413702,Myra Smith,Kolkata,E-Bike,3.3
DP0413703,Sneha Kumar,Kolkata,E-Bike,4.2
DP0413704,Meera Williams,Pune,E-Bike,4.8
DP0413705,Sai Das,Chennai,Scooter,4
DP0413706,Ishaan Nair,Chennai,Bike,4.8
DP0413707,Krishna Patel,Bangalore,Bike,4.3
DP0413708,Elizabeth Mehta,Kolkata,Bicycle,4
DP0413709,James Sharma,Pune,Bicycle,4.8
DP0413710,Rohan Anderson,Mumbai,Scooter,3.3
DP0413711,Aadhya Bose,Chennai,Scooter,3.4
DP0413712,Pooja Jones,Mumbai,Bicycle,4.6
DP0413713,Isha Kapoor,Chennai,E-Bike,4.1
DP0413714,Linda Smith,Chennai,Bike,4
DP0413715,Robert Mukherjee,Mumbai,Bike,3.7
DP0413716,Kiara Singh,Mumbai,Bike,4.3
DP0413717,Arjun Anderson,Mumbai,Scooter,4.6
DP0413718,Aadhya Nair,Hyderabad,E-Bike,4.2
DP0413719,Priya Jones,Chennai,Bike,3.9
DP0413720,Vihaan Joshi,Chennai,Bicycle,3.7
DP0413721,Kavya Malhotra,Hyderabad,E-Bike,3.9
DP0413722,Kiara Bhatt,Kolkata,Scooter,4.9
DP0413723,Isha Smith,Chennai,E-Bike,4.5
DP0413724,Karan Gupta,Bangalore,E-Bike,4.1
DP0413725,David Brown,Delhi,Bicycle,4.9
DP0413726,Riya Singh,Mumbai,Bike,4.9
DP0413727,Michael Verma,Mumbai,E-Bike,4.7
DP0413728,Elizabeth Reddy,Pune,Bike,3.5
DP0413729,Saanvi Patel,Delhi,E-Bike,4
DP0413730,Susan Das,Hyderabad,Scooter,3.3
DP0413731,Myra Kumar,Chennai,Bicycle,4.8
DP0413732,William Bhatt,Bangalore,Bike,3.7
DP0413733,Reyansh Iyer,Delhi,Scooter,4
DP0413734,Rahul Chatterjee,Bangalore,E-Bike,4.1
DP0413735,Aarav Garcia,Kolkata,Scooter,4
DP0413736,Kavya Davis,Chennai,Bike,3.6
DP0413737,Linda Jones,Delhi,Bike,4.2
DP0413738,Pooja Bhatt,Hyderabad,E-Bike,4.5
DP0413739,Krishna Jones,Hyderabad,Bike,4.1
DP0413740,Neha Kapoor,Mumbai,E-Bike,3.2
DP0413741,Vikram Bose,Mumbai,E-Bike,4
DP0413742,Ayaan Chopra,Hyderabad,Bicycle,3.4
DP0413743,Priya Verma,Kolkata,Scooter,3.2
DP0413744,Aadhya Chatterjee,Delhi,Bicycle,4.5
DP0413745,Sneha Bhatt,Delhi,Bicycle,3.6
DP0413746,Meera Chatterjee,Pune,Scooter,4
DP0413747,Reyansh Chatterjee,Kolkata,Bike,3.4
DP0413748,Aditya Verma,Delhi,Bicycle,4.5
DP0413749,Saanvi Verma,Bangalore,Bicycle,4.5
DP0413750,Patricia Chopra,Hyderabad,Bike,4.9
DP0413751,Susan Chopra,Bangalore,E-Bike,4
DP0413752,Sai Jones,Delhi,Bike,3.7
DP0413753,Neha Kapoor,Chennai,E-Bike,3.2
DP0413754,Mary Das,Hyderabad,Bike,3.4
DP0413755,Priya Johnson,Mumbai,Bike,4
DP0413756,Neha Anderson,Chennai,Bike,4
DP0413757,Michael Iyer,Bangalore,E-Bike,3.8
DP0413758,Aadhya Johnson,Delhi,Scooter,4.8
DP0413759,Nikhil Singh,Mumbai,Bicycle,4.2
DP0413760,Kabir Wilson,Delhi,E-Bike,3.6
DP0413761,Vivaan Singh,Pune,Bike,3.4
DP0413762,Vihaan Miller,Chennai,Bike,3.5
DP0413763,Neha Bhatt,Pune,Bike,4.1
DP0413764,Myra Davis,Bangalore,Scooter,4.9
DP0413765,Saanvi Das,Hyderabad,Bike,3.2
DP0413766,Reyansh Nair,Mumbai,Scooter,3.5
DP0413767,Jennifer Johnson,Pune,Scooter,4.2
DP0413768,William Chatterjee,Delhi,Scooter,5
DP0413769,Reyansh Joshi,Mumbai,Bike,4
DP0413770,Aditya Garcia,Mumbai,E-Bike,4
DP0413771,Dhruv Johnson,Hyderabad,Scooter,3.5
DP0413772,Rahul Bose,Kolkata,Bicycle,3.8
DP0413773,Ananya Garcia,Kolkata,Scooter,4.5
DP0413774,Aarav Bhatt,Mumbai,Bike,3.1
DP0413775,Sneha Bose,Chennai,E-Bike,3.8
DP0413776,Kiara Garcia,Bangalore,Bike,4
DP0413777,Myra Davis,Chennai,E-Bike,3.4
DP0413778,Aryan Mukherjee,Bangalore,Bicycle,4.6
DP0413779,William Kapoor,Kolkata,Bicycle,3.4
DP0413780,Aryan Joshi,Kolkata,E-Bike,3.7
DP0413781,David Bhatt,Bangalore,Bike,4
DP0413782,Vivaan Mukherjee,Kolkata,Bicycle,3
DP0413783,Reyansh Brown,Chennai,Bicycle,4.1
DP0413784,Saanvi Das,Mumbai,E-Bike,4.2
DP0413785,Amit Chatterjee,Bangalore,E-Bike,3.1
DP0413786,Karan Verma,Bangalore,Scooter,4
DP0413787,Kavya Nair,Kolkata,E-Bike,3.8
DP0413788,Rahul Anderson,Pune,Scooter,4.9
DP0413789,Krishna Bhatt,Delhi,Bike,3.3
DP0413790,Pooja Chatterjee,Delhi,Bicycle,4.4
DP0413791,Dhruv Gupta,Delhi,Bicycle,3.3
DP0413792,Amit Nair,Mumbai,Bike,3.2
DP0413793,Diya Kumar,Pune,Bike,3.3
DP0413794,Sai Bhatt,Bangalore,Scooter,4.5
DP0413795,Myra Rao,Delhi,E-Bike,4.7
DP0413796,Amit Iyer,Pune,Bike,3.9
DP0413797,Kavya Nair,Chennai,Bike,3.1
DP0413798,Aryan Rao,Delhi,E-Bike,3.3
DP0413799,Kabir Bhatt,Chennai,Bike,3.8
DP0413800,Arjun Smith,Pune,E-Bike,3.4
DP0413801,Reyansh Davis,Bangalore,Scooter,4.8
DP0413802,Vivaan Sharma,Kolkata,Scooter,3.4
DP0413803,Vihaan Smith,Pune,Bike,4.3
DP0413804,Ananya Garcia,Pune,Bike,4
DP0413805,Ananya Nair,Delhi,Bike,4.8
DP0413806,Krishna Williams,Hyderabad,Scooter,5
DP0413807,Aditya Singh,Pune,Bicycle,4
DP0413808,Vivaan Patel,Delhi,Scooter,4.1
DP0413809,Sneha Kumar,Delhi,Bike,4.1
DP0413810,Raj Miller,Kolkata,Bike,4
DP0413811,Meera Bose,Delhi,Bicycle,4
DP0413812,Amit Patel,Kolkata,Bike,5
DP0413813,Rahul Mehta,Chennai,Bicycle,3.4
DP0413814,Riya Miller,Pune,Bicycle,3.3
DP0413815,Isha Iyer,Pune,E-Bike,4.4
DP0413816,David Wilson,Pune,Bicycle,3
DP0413817,Meera Williams,Hyderabad,Bike,3.8
DP0413818,Susan Rao,Bangalore,Bike,3.2
DP0413819,David Joshi,Chennai,Bike,4.9
DP0413820,Kiara Wilson,Pune,Bicycle,4
DP0413821,Vikram Anderson,Bangalore,Bicycle,4
DP0413822,Ananya Joshi,Mumbai,Scooter,3
DP0413823,Sneha Singh,Delhi,Bike,3.6
DP0413824,Michael Joshi,Delhi,E-Bike,4.4
DP0413825,John Joshi,Chennai,Scooter,4
DP0413826,Robert Patel,Pune,Scooter,3.9
DP0413827,Saanvi Brown,Kolkata,Scooter,4.5
DP0413828,John Miller,Pune,Bicycle,3.9
DP0413829,Kiara Iyer,Mumbai,Bike,4.8
DP0413830,Kiara Joshi,Delhi,Bicycle,3.4
DP0413831,Aditya Bose,Chennai,Scooter,4
DP0413832,Dhruv Chopra,Kolkata,E-Bike,4
DP0413833,Aryan Gupta,Chennai,Scooter,3.1
DP0413834,Kabir Singh,Chennai,Bicycle,3.3
DP0413835,Mary Bhatt,Kolkata,E-Bike,4
DP0413836,Arjun Reddy,Chennai,E-Bike,4.4
DP0413837,Raj Chatterjee,Pune,Scooter,4.6
DP0413838,Rohan Bose,Bangalore,Bike,3.1
DP0413839,John Bose,Chennai,Scooter,3.6
DP0413840,Elizabeth Davis,Chennai,Scooter,4.2
DP0413841,Priya Bose,Delhi,Scooter,4.8
DP0413842,Sai Das,Hyderabad,E-Bike,4
DP0413843,Michael Kapoor,Kolkata,Scooter,4.8
DP0413844,Jennifer Miller,Pune,Bicycle,5
DP0413845,Kavya Wilson,Pune,Bike,4
DP0413846,Reyansh Bose,Kolkata,E-Bike,3.9
DP0413847,Diya Smith,Delhi,Scooter,4
DP0413848,Kabir Rao,Kolkata,Scooter,3.7
DP0413849,Isha Reddy,Mumbai,Scooter,4.6
DP0413850,Raj Bose,Hyderabad,Bike,4
DP0413851,Robert Singh,Mumbai,Bicycle,3.5
DP0413852,Pooja Wilson,Pune,Scooter,4.6
DP0413853,Sai Sharma,Bangalore,Scooter,3.4
DP0413854,Meera Mukherjee,Chennai,Bike,4
DP0413855,Vikram Jones,Kolkata,E-Bike,4.6
DP0413856,Aadhya Anderson,Hyderabad,Scooter,3.6
DP0413857,Ishaan Wilson,Kolkata,Bicycle,4.4
DP0413858,Myra Iyer,Pune,Bike,4.7
DP0413859,Vihaan Chatterjee,Bangalore,Bike,3.6
DP0413860,Ananya Mehta,Hyderabad,Bicycle,4
DP0413861,Nikhil Johnson,Delhi,Scooter,4.7
DP0413862,Isha Joshi,Delhi,Bike,3.8
DP0413863,David Brown,Delhi,E-Bike,4.9
DP0413864,Patricia Davis,Hyderabad,Bike,3.6
DP0413865,Sneha Williams,Kolkata,Bicycle,3.6
DP0413866,Elizabeth Malhotra,Pune,Bike,4
DP0413867,Dhruv Chopra,Pune,Scooter,5
DP0413868,Ananya Chatterjee,Pune,Bike,3.8
DP0413869,Jennifer Iyer,Kolkata,E-Bike,4.1
DP0413870,Kabir Jones,Bangalore,E-Bike,4.3
DP0413871,Ayaan Bose,Mumbai,E-Bike,4.5
DP0413872,Sneha Smith,Hyderabad,Bike,4
DP0413873,Ishaan Anderson,Mumbai,Bike,4.8
DP0413874,Myra Kapoor,Chennai,Scooter,4.8
DP0413875,Ishaan Malhotra,Kolkata,Scooter,3.3
DP0413876,Rohan Johnson,Hyderabad,E-Bike,4.1
DP0413877,Aryan Jones,Hyderabad,Bike,3.1
DP0413878,Krishna Kumar,Pune,Bike,4.4
DP0413879,Dhruv Anderson,Hyderabad,E-Bike,3.2
DP0413880,Kavya Kapoor,Bangalore,Bicycle,3.9
DP0413881,Arjun Kapoor,Chennai,E-Bike,3.4
DP0413882,William Verma,Mumbai,Bicycle,3.8
DP0413883,Nikhil Gupta,Delhi,Bike,4.4
DP0413884,Anjali Patel,Kolkata,E-Bike,4
DP0413885,John Johnson,Delhi,Bicycle,3.1
DP0413886,Sai Reddy,Hyderabad,Bike,4
DP0413887,Kavya Bhatt,Delhi,Bicycle,4
DP0413888,Ananya Patel,Pune,E-Bike,3.1
DP0413889,Myra Joshi,Pune,Bicycle,3.6
DP0413890,Diya Bhatt,Hyderabad,Scooter,3.1
DP0413891,Aadhya Kapoor,Mumbai,E-Bike,4
DP0413892,John Miller,Delhi,Bicycle,4
DP0413893,Neha Mehta,Hyderabad,Bicycle,3.9
DP0413894,Isha Mehta,Chennai,Bike,3.4
DP0413895,John Wilson,Kolkata,E-Bike,4
DP0413896,Jennifer Chatterjee,Hyderabad,Bike,3.1
DP0413897,Karan Das,Chennai,Bicycle,3.4
DP0413898,Diya Johnson,Chennai,Bicycle,3
DP0413899,Anjali Malhotra,Mumbai,Bike,4.6
DP0413900,Vikram Brown,Chennai,Bike,3.7
DP0413901,Riya Rao,Delhi,E-Bike,3.9
DP0413902,Amit Verma,Kolkata,Bike,3.4
DP0413903,Vihaan Mehta,Chennai,Bicycle,3.2
DP0413904,Aditya Joshi,Pune,E-Bike,3.3
DP0413905,Kiara Rao,Kolkata,Bike,3.1
DP0413906,Sneha Rao,Delhi,Bike,3.4
DP0413907,James Anderson,Hyderabad,E-Bike,4
DP0413908,Myra Chopra,Delhi,E-Bike,3.2
DP0413909,Mary Davis,Pune,E-Bike,4.5
DP0413910,James Chatterjee,Pune,Bicycle,4
DP0413911,Anjali Singh,Kolkata,E-Bike,3.2
DP0413912,Aadhya Malhotra,Delhi,Bike,4.1
DP0413913,Elizabeth Davis,Delhi,Bicycle,4.2
DP0413914,Priya Das,Kolkata,Scooter,3.1
DP0413915,Michael Sharma,Chennai,Bicycle,4.9
DP0413916,Sneha Mehta,Chennai,E-Bike,3.3
DP0413917,Mary Mukherjee,Chennai,E-Bike,4.6
DP0413918,David Mehta,Pune,E-Bike,4.4
DP0413919,Michael Miller,Bangalore,Bike,3.6
DP0413920,Diya Chatterjee,Chennai,E-Bike,4.4
DP0413921,Aryan Rao,Chennai,E-Bike,4.1
DP0413922,Pooja Reddy,Bangalore,Bicycle,4.9
DP0413923,Riya Davis,Pune,E-Bike,3.6
DP0413924,Riya Kapoor,Kolkata,Bicycle,4.6
DP0413925,Nikhil Reddy,Bangalore,Scooter,4.4
DP0413926,Isha Johnson,Kolkata,Bicycle,4.8
DP0413927,Sneha Garcia,Kolkata,Scooter,4.7
DP0413928,Anjali Chopra,Kolkata,Bicycle,4.8
DP0413929,Pooja Gupta,Mumbai,Bicycle,4
DP0413930,Michael Smith,Bangalore,Bicycle,4
DP0413931,Jennifer Chopra,Kolkata,E-Bike,4.9
DP0413932,Aarav Bhatt,Bangalore,E-Bike,3.1
DP0413933,Arjun Miller,Bangalore,Bike,4.5
DP0413934,Kabir Bhatt,Kolkata,Scooter,4.2
DP0413935,Reyansh Nair,Delhi,Bike,3.8
DP0413936,Diya Reddy,Bangalore,Bicycle,4
DP0413937,Raj Garcia,Kolkata,E-Bike,4.9
DP0413938,Raj Mehta,Chennai,E-Bike,4
DP0413939,Arjun Chatterjee,Hyderabad,Scooter,3.3
DP0413940,Sneha Mukherjee,Bangalore,E-Bike,4
DP0413941,Vikram Reddy,Hyderabad,Scooter,3.5
DP0413942,Aarav Anderson,Bangalore,Bicycle,4.4
DP0413943,James Miller,Hyderabad,Bike,4.8
DP0413944,Arjun Anderson,Pune,E-Bike,4.9
DP0413945,Mary Mukherjee,Bangalore,Bicycle,4.8
DP0413946,Rohan Williams,Pune,Scooter,3.6
DP0413947,Linda Iyer,Chennai,Bike,4
DP0413948,Pooja Gupta,Kolkata,E-Bike,4.6
DP0413949,Arjun Williams,Kolkata,Scooter,3.7
DP0413950,James Chatterjee,Kolkata,Bike,3.9
DP0413951,Diya Verma,Delhi,E-Bike,3.1
DP0413952,Vihaan Iyer,Mumbai,Bicycle,4
DP0413953,Robert Bhatt,Hyderabad,Bike,3.7
DP0413954,Ishaan Kapoor,Hyderabad,Bike,3.8
DP0413955,Riya Verma,Kolkata,Bike,4.9
DP0413956,Saanvi Jones,Hyderabad,Bicycle,3.6
DP0413957,Aadhya Iyer,Pune,E-Bike,5
DP0413958,Kavya Bhatt,Hyderabad,Scooter,4.5
DP0413959,Rahul Mehta,Mumbai,Bicycle,4.3
DP0413960,Kavya Anderson,Chennai,Bike,4
DP0413961,Amit Williams,Bangalore,Bicycle,3.4
DP0413962,Raj Brown,Chennai,Bike,4.2
DP0413963,Michael Garcia,Kolkata,Bike,4.5
DP0413964,Raj Kapoor,Kolkata,Scooter,4.5
DP0413965,Myra Bose,Mumbai,Bike,4.2
DP0413966,Aarav Williams,Pune,Bike,4
DP0413967,Dhruv Singh,Pune,E-Bike,4.1
DP0413968,Vikram Kapoor,Bangalore,Bike,3.1
DP0413969,James Singh,Bangalore,Bike,4.1
DP0413970,Patricia Garcia,Hyderabad,Bike,4.6
DP0413971,Raj Reddy,Pune,E-Bike,3.5
DP0413972,Aarav Williams,Pune,E-Bike,3.2
DP0413973,John Iyer,Kolkata,Scooter,3.3
DP0413974,Susan Kapoor,Mumbai,E-Bike,4.3
DP0413975,Amit Jones,Kolkata,Scooter,4.9
DP0413976,Reyansh Smith,Bangalore,Bike,4.8
DP0413977,Robert Iyer,Pune,Bike,4.8
DP0413978,Saanvi Kumar,Mumbai,Bike,3.4
DP0413979,Diya Verma,Mumbai,Bike,4
DP0413980,Aarav Iyer,Hyderabad,Bicycle,3.3
DP0413981,Dhruv Kumar,Kolkata,E-Bike,3.2
DP0413982,Aadhya Rao,Delhi,Scooter,3.4
DP0413983,Anjali Wilson,Hyderabad,E-Bike,4
DP0413984,Robert Jones,Hyderabad,Bicycle,4.6
DP0413985,Linda Nair,Mumbai,Bike,4
DP0413986,William Gupta,Hyderabad,Bicycle,4.7
DP0413987,Susan Garcia,Kolkata,Bicycle,4
DP0413988,Elizabeth Chatterjee,Kolkata,Bicycle,3.7
DP0413989,Michael Chatterjee,Bangalore,E-Bike,4.8
DP0413990,William Kapoor,Chennai,Bicycle,5
DP0413991,Rohan Nair,Bangalore,Bicycle,4.7
DP0413992,Nikhil Garcia,Hyderabad,Bicycle,3.7
DP0413993,Arjun Kapoor,Hyderabad,Bicycle,3.2
DP0413994,Patricia Rao,Hyderabad,Bicycle,4.8
DP0413995,Aadhya Reddy,Mumbai,Bike,4.6
DP0413996,Aadhya Jones,Delhi,Scooter,4.7
DP0413997,Rohan Jones,Bangalore,Bike,3.5
DP0413998,Kabir Iyer,Mumbai,Bike,4.1
DP0413999,Kabir Gupta,Mumbai,Bike,4
DP0414000,Sneha Miller,Pune,Bicycle,4
DP0414001,Isha Mukherjee,Chennai,Bicycle,4
DP0414002,Karan Kapoor,Chennai,Scooter,4.7
DP0414003,Arjun Smith,Hyderabad,Bicycle,3.4
DP0414004,Amit Singh,Bangalore,Scooter,3.9
DP0414005,Krishna Singh,Pune,Bike,3.5
DP0414006,William Brown,Pune,Scooter,4
DP0414007,Anjali Rao,Chennai,Bicycle,4.3
DP0414008,Saanvi Bhatt,Kolkata,Bike,3.7
DP0414009,David Anderson,Pune,Bike,3.5
DP0414010,Patricia Mehta,Mumbai,Bike,4.5
DP0414011,Aadhya Das,Mumbai,Scooter,4.3
DP0414012,John Jones,Bangalore,E-Bike,3.4
DP0414013,Kabir Williams,Delhi,Bike,4
DP0414014,Robert Garcia,Pune,Scooter,3.5
DP0414015,Kavya Bose,Bangalore,Bicycle,3.9
DP0414016,James Gupta,Delhi,Scooter,3.9
DP0414017,Aarav Singh,Bangalore,Bicycle,3.4
DP0414018,Aadhya Gupta,Delhi,Bike,4.8
DP0414019,Reyansh Bhatt,Kolkata,Bike,4.3
DP0414020,Aarav Malhotra,Hyderabad,Bicycle,3.2
DP0414021,Vivaan Rao,Chennai,Bike,3.7
DP0414022,Karan Singh,Delhi,Bicycle,3.8
DP0414023,Aarav Johnson,Chennai,Scooter,3.2
DP0414024,Robert Gupta,Mumbai,E-Bike,4.5
DP0414025,Neha Kapoor,Hyderabad,Scooter,3.6
DP0414026,Robert Das,Bangalore,Scooter,3
DP0414027,Anjali Singh,Chennai,Scooter,4
DP0414028,Robert Miller,Hyderabad,Scooter,4.6
DP0414029,Neha Williams,Kolkata,Bike,3.6
DP0414030,Arjun Johnson,Kolkata,Bike,3
DP0414031,Rahul Kapoor,Chennai,Bike,3.3
DP0414032,Ananya Sharma,Pune,E-Bike,3.1
DP0414033,Pooja Kapoor,Chennai,E-Bike,3.6
DP0414034,Vihaan Anderson,Delhi,Bike,4.8
DP0414035,James Jones,Delhi,Scooter,4
DP0414036,Kavya Wilson,Bangalore,E-Bike,4
DP0414037,Reyansh Jones,Kolkata,Bicycle,4
DP0414038,Aarav Johnson,Bangalore,Bike,3.5
DP0414039,Kabir Gupta,Kolkata,Bike,4.2
DP0414040,Neha Davis,Mumbai,Bike,3.7
DP0414041,Susan Joshi,Hyderabad,Scooter,4.6
DP0414042,Robert Das,Bangalore,Scooter,4
DP0414043,Jennifer Iyer,Bangalore,E-Bike,4
DP0414044,Isha Davis,Mumbai,Scooter,4.7
DP0414045,James Chatterjee,Kolkata,Scooter,4.4
DP0414046,William Davis,Bangalore,Bike,3.5
DP0414047,John Smith,Delhi,Bicycle,3.4
DP0414048,Vivaan Malhotra,Hyderabad,Bicycle,3.3
DP0414049,Sneha Das,Chennai,E-Bike,4
DP0414050,Meera Patel,Hyderabad,Scooter,4.5
DP0414051,Isha Bose,Mumbai,E-Bike,4.4
DP0414052,Dhruv Smith,Hyderabad,Bicycle,4.1
DP0414053,Aadhya Reddy,Mumbai,E-Bike,3.1
DP0414054,David Rao,Kolkata,Bike,4.7
DP0414055,Krishna Brown,Hyderabad,Scooter,4.7
DP0414056,James Das,Bangalore,Scooter,4.1
DP0414057,Rahul Singh,Kolkata,Bicycle,4
DP0414058,Neha Brown,Pune,Bike,3.6
DP0414059,Pooja Reddy,Pune,Bicycle,3.4
DP0414060,Myra Kumar,Mumbai,E-Bike,5
DP0414061,Ananya Anderson,Kolkata,Bicycle,3.2
DP0414062,Vivaan Reddy,Pune,E-Bike,4.7
DP0414063,Linda Das,Kolkata,Bike,4.4
DP0414064,Myra Chatterjee,Bangalore,Bicycle,4.7
DP0414065,Rahul Jones,Chennai,E-Bike,3.2
DP0414066,Patricia Wilson,Bangalore,Scooter,3.5
DP0414067,Raj Jones,Hyderabad,Bike,3.9
DP0414068,Ishaan Miller,Hyderabad,Bicycle,4.6
DP0414069,Pooja Verma,Bangalore,Scooter,3.8
DP0414070,Ishaan Verma,Kolkata,Scooter,4.2
DP0414071,William Rao,Hyderabad,Scooter,3.4
DP0414072,Anjali Smith,Pune,Bicycle,4.2
DP0414073,David Johnson,Bangalore,E-Bike,3.8
DP0414074,Aarav Das,Kolkata,Bike,3.1
DP0414075,Myra Johnson,Chennai,E-Bike,3.6
DP0414076,Diya Verma,Kolkata,Scooter,3.6
DP0414077,Mary Mehta,Delhi,Bike,4
DP0414078,Raj Chatterjee,Chennai,E-Bike,3.1
DP0414079,Mary Johnson,Bangalore,Bike,4
DP0414080,Susan Smith,Delhi,Bicycle,4.1
DP0414081,Rahul Miller,Pune,Bicycle,4
DP0414082,Kabir Nair,Pune,E-Bike,4.9
DP0414083,Michael Malhotra,Pune,E-Bike,4.7
DP0414084,Meera Reddy,Bangalore,Scooter,3.6
DP0414085,Ishaan Patel,Chennai,Bike,4
DP0414086,William Rao,Kolkata,Bike,4.4
DP0414087,Arjun Nair,Hyderabad,Bicycle,4
DP0414088,Saanvi Mehta,Kolkata,Scooter,4.8
DP0414089,Aryan Jones,Chennai,Bike,3.8
DP0414090,Sai Mehta,Bangalore,Bicycle,3.5
DP0414091,Reyansh Iyer,Mumbai,Scooter,3.5
DP0414092,Dhruv Johnson,Kolkata,Bike,4.5
DP0414093,John Williams,Pune,Bike,3.1
DP0414094,Mary Singh,Hyderabad,Scooter,4
DP0414095,Susan Joshi,Pune,E-Bike,4.3
DP0414096,Reyansh Jones,Bangalore,Bicycle,4.4
DP0414097,Priya Rao,Kolkata,E-Bike,3.4
DP0414098,John Patel,Delhi,E-Bike,4
DP0414099,Ayaan Johnson,Hyderabad,Bike,5
DP0414100,Karan Miller,Kolkata,Bike,3.6
DP0414101,Reyansh Williams,Kolkata,Bike,4.6
DP0414102,David Iyer,Chennai,Bike,4.1
DP0414103,Kiara Patel,Pune,Bike,4.4
DP0414104,Saanvi Kapoor,Bangalore,Bicycle,4.3
DP0414105,Reyansh Garcia,Chennai,Bike,3.9
DP0414106,Linda Verma,Mumbai,Bike,4
DP0414107,Sai Gupta,Delhi,Scooter,4.7
DP0414108,Rohan Patel,Bangalore,Bike,3.6
DP0414109,Rahul Kapoor,Delhi,Bicycle,3.8
DP0414110,Dhruv Brown,Hyderabad,Scooter,4.7
